Serial_Number,List_Year,Date_Recorded,Town,Address,Assessed_Value,Sale_Amount,Sales_Ratio,Property_Type,Residential_Type,Non_Use_Code,Assessor_Remarks,OPM_remarks,Location,Latitude,Longitude,exact_loc
210092,2021,1/10/2022,New Fairfield,19 JEREMY DR,347500,640000,0.542900026,Residential,Single Family,,,,-73.528410976 41.484260984,41.48426098,-73.52841098,"19, Jeremy Drive, 06812, Jeremy Drive, New Fairfield, CT, United States"
210401,2021,1/10/2022,Bristol,56 DAISY CIRCLE,145530,280000,0.519699991,Residential,Single Family,,,,-72.888736982 41.659631981,41.65963198,-72.88873698,"56, Daisy Circle, 06010, Daisy Circle, Bristol, CT, United States"
21069,2021,1/10/2022,Burlington,66 DUANE LN,201250,389000,0.51730001,Residential,Single Family,,,,-72.988520019 41.791147982,41.79114798,-72.98852002,"66, Duane Lane, 06013, Duane Lane, Burlington, CT, United States"
210129,2021,1/10/2022,New Canaan,467 NORTH WILTON RD,1270150,2325000,0.546299994,Residential,Single Family,,,,-73.494513972 41.195107997,41.195108,-73.49451397,"467, North Wilton Road, 06840, North Wilton Road, New Canaan, CT, United States"
210200,2021,1/10/2022,Glastonbury,70 OAK ST,894100,1500000,0.596000016,Commercial,,,,,-72.592322963 41.707226984,41.70722698,-72.59232296,"70, Oak Street, 06033, Oak Street, Glastonbury, CT, United States"
210399,2021,1/10/2022,New Britain,544 STANLEY ST,104160,320000,0.325500011,Residential,Two Family,,,,-72.770074966 41.662866013,41.66286601,-72.77007497,"544, Stanley Street, 06051, Stanley Street, New Britain, CT, United States"
210401,2021,1/10/2022,New Britain,200-D BRITTANY FARMS,78610,215000,0.365627915,Residential,Condo,,,,-72.772686012 41.713595009,41.71359501,-72.77268601,"290, Brittany Farms Road, 06053, Brittany Farms Road, New Britain, CT, United States"
210079,2021,1/10/2022,Derby,12 SIXTH ST,117040,245000,0.477699995,Residential,Single Family,,,,-73.090210023 41.323737018,41.32373702,-73.09021002,"12, Sixth Street, 06418, Sixth Street, Derby, CT, United States"
21000154,2021,1/10/2022,Cheshire,49 TROUT BROOD RD,273470,585000,0.467400014,Residential,Single Family,,,,-72.86150904 41.537515992,41.53751599,-72.86150904,"49, Trout Brook Road, 06410, Trout Brook Road, Cheshire, CT, United States"
21072,2021,1/10/2022,Bridgeport,114 ASYLUM ST,40904,113000,0.361900002,Residential,Single Family,25 - Other,ESTATE SALE,,-73.176163003 41.198060019,41.19806002,-73.176163,"114, Asylum Street, 06610, Asylum Street, Bridgeport, CT, United States"
210680,2021,1/10/2022,Middletown,638 HIGH ST,107800,235000,0.458700001,Residential,Three Family,,,,-72.658642005 41.569590979,41.56959098,-72.65864201,"638, High Street, 06457, High Street, Middletown, CT, United States"
21000010,2021,1/10/2022,Colebrook,85 COBB CITY ROAD,475700,925000,0.514199972,Residential,Single Family,,,,-73.090395012 42.02361202,42.02361202,-73.09039501,"85, Cobb City Road, 06098, Cobb City Road, Colebrook, CT, United States"
210193,2021,1/10/2022,Branford,20 PARISH FARM RD,282800,504900,0.560100019,Residential,Single Family,07 - Change in Property,NEW CONSTRUCTION/ CO ISSUED 12/22/21,,-72.823197427 41.290700409,41.29070041,-72.82319743,"15, Parish Farm Road, 06405, Parish Farm Road, Branford, CT, United States"
21170,2021,1/10/2022,Farmington,34 TANBARK TRAIL,170030,325000,0.523100019,Residential,Single Family,,,,-72.890577984 41.729888004,41.729888,-72.89057798,"566, Plainville Avenue, 06085, Plainville Avenue, Farmington, CT, United States"
210409,2021,1/10/2022,Bristol,52 IRVING ST UN 30,66430,136000,0.488400012,Residential,Condo,,,,-72.945174013 41.683750992,41.68375099,-72.94517401,"52, Irving Street, 06010, Irving Street, Bristol, CT, United States"
210482,2021,1/10/2022,Danbury,10 HAYESTOWN RD 37 & G17,276500,450000,0.614400029,Residential,Condo,25 - Other,2 PARCELS SOLD TOGETHER / I09066-B8 & I09066-37,,-73.455101006 41.423494993,41.42349499,-73.45510101,"31, East Pembroke Road, 06811, East Pembroke Road, Danbury, CT, United States"
210088,2021,1/10/2022,Ellington,67 CRYSTAL LAKE RD,152180,239900,0.634299994,Residential,Single Family,,,,-72.398096999 41.925091004,41.925091,-72.398097,"67, Crystal Lake Road, 06029, Crystal Lake Road, Ellington, CT, United States"
210062,2021,1/10/2022,Brooklyn,262 BAILEY WOODS RD,116700,300000,0.388999999,Residential,Single Family,,,,-71.950422987 41.75781902,41.75781902,-71.95042299,"262, Bailey Woods Road, 06234, Bailey Woods Road, Brooklyn, CT, United States"
210724,2021,1/10/2022,Bridgeport,3215 MADISON AVE,104480,215000,0.485900015,Residential,Condo,,,,-73.22730703 41.218153998,41.218154,-73.22730703,"3235, Madison Avenue, 06606, Madison Avenue, Bridgeport, CT, United States"
210132,2021,1/10/2022,Ledyard,1846 CENTER GROTON RD,137550,305000,0.450899988,Residential,Single Family,,,,-72.015502011 41.424679985,41.42467999,-72.01550201,"1846, Peachtree Avenue, 06339, Peachtree Avenue, Ledyard, CT, United States"
210067,2021,1/10/2022,Essex,24 WEST HILLS RD,188800,400000,0.472000003,Residential,Single Family,,,,-72.434827002 41.351901009,41.35190101,-72.434827,"24, West Hills Road, 06442, West Hills Road, Essex, CT, United States"
210084,2021,1/10/2022,Litchfield,116 BLUE SWAMP RD,546710,2350000,0.232642546,Residential,Single Family,25 - Other,,INCLUDES #210082 AND 210083,-73.286314035 41.765281009,41.76528101,-73.28631404,"116, Blue Swamp Road, 06759, Blue Swamp Road, Litchfield, CT, United States"
210086,2021,1/10/2022,Ellington,1 SETTING SUN TRAIL,389710,560000,0.695900023,Residential,Single Family,,,,-72.443962019 41.895828984,41.89582898,-72.44396202,"1, Setting Sun Trail, 06029, Setting Sun Trail, Ellington, CT, United States"
21136,2021,1/10/2022,Bethel,809 LEXINGTON BLVD,119630,232535,0.514400005,Residential,Condo,,,,-73.40834499 41.392204008,41.39220401,-73.40834499,"1510, Lexington Boulevard, 06801, Lexington Boulevard, Bethel, CT, United States"
21053,2021,1/10/2022,Haddam,32 SHORE DRIVE,116300,133000,0.87443608,Residential,Single Family,09 - Tax,,,-72.569244985 41.419036994,41.41903699,-72.56924499,"32, Shore Drive, 06441, Shore Drive, Haddam, CT, United States"
210130,2021,1/10/2022,Ledyard,985 LONG COVE RD,132160,168000,0.786666691,Residential,Single Family,,,,-72.069166979 41.409332008,41.40933201,-72.06916698,"985, Long Road, 06335, Long Road, Ledyard, CT, United States"
210315,2021,1/10/2022,Fairfield,486 MOREHOUSE HIGHWAY,316330,545000,0.58039999,Residential,Single Family,,,,-73.249231993 41.196981017,41.19698102,-73.24923199,"486, Morehouse Highway, 06825, Morehouse Highway, Fairfield, CT, United States"
210079,2021,1/10/2022,Coventry,99 DAVID DR,155100,320000,0.484600008,Residential,Single Family,,,,-72.337733969 41.828934984,41.82893498,-72.33773397,"99, David Drive, 06238, David Drive, Coventry, CT, United States"
210405,2021,1/10/2022,Bristol,155 GREYSTONE AVE,112420,280000,0.401499987,Residential,Single Family,,,,-72.944120994 41.658237987,41.65823799,-72.94412099,"155, Greystone Avenue, 06010, Greystone Avenue, Bristol, CT, United States"
210101,2021,1/10/2022,Clinton,7 TAMARACK DR,171800,330000,0.520600021,Residential,Single Family,,,,-72.509539012 41.29172301,41.29172301,-72.50953901,"7, Tamarack Drive, 06413, Tamarack Drive, Clinton, CT, United States"
210406,2021,1/10/2022,Bristol,22 JAY LN,177800,390000,0.455799997,Residential,Single Family,,,,-72.971283976 41.693585981,41.69358598,-72.97128398,"22, Jay Lane, 06010, Jay Lane, Bristol, CT, United States"
21000070,2021,1/10/2022,Granby,18 STRAWBERRY FIELDS RD,338870,625000,0.542100012,Residential,Single Family,,,,-72.816065966 41.961954991,41.96195499,-72.81606597,"Strawberry Fields, 06035, Granby, United States"
210720,2021,1/10/2022,Bridgeport,105 DENVER ST #107,145050,325000,0.4463,Residential,Three Family,,,,-73.212120027 41.17383502,41.17383502,-73.21212003,"105, Denver Avenue, 06605, Denver Avenue, Bridgeport, CT, United States"
2121104,2021,1/10/2022,Ansonia,6 MURRAY ST,122000,302000,0.403899997,Residential,Two Family,,,,-73.086243036 41.340766992,41.34076699,-73.08624304,"6, Murray Street, 06401, Murray Street, Ansonia, CT, United States"
210404,2021,1/10/2022,New Britain,47 LURTON ST,86590,210000,0.412299991,Residential,Single Family,,,,-72.794678031 41.700023996,41.700024,-72.79467803,"47, Lurton Street, 06053, Lurton Street, New Britain, CT, United States"
210479,2021,1/10/2022,Danbury,45 POCONO LN 41,246400,440000,0.560000002,Residential,Condo,,PUD / M09006-37,,-73.408172994 41.422163989,41.42216399,-73.40817299,"White Oak Drive, 06801, Danbury, Connecticut, United States"
21173,2021,1/10/2022,Farmington,20 BRADFORD WALK,286870,450000,0.637399971,Residential,Condo,,,,-72.777207965 41.71502601,41.71502601,-72.77720797,"1, Bradford Walk, 06032, Bradford Walk, Farmington, CT, United States"
210722,2021,1/10/2022,Bridgeport,80 CARTRIGHT ST UNIT PHA,79040,160000,0.493999988,Residential,Condo,,,,-73.218964018 41.178571005,41.17857101,-73.21896402,"Cartright Towers, 80, Cartright Street, 06604, Cartright Street, Bridgeport, CT, United States"
21114,2021,1/10/2022,Darien,8 RAINBOW CIRCLE,605430,1065000,0.568400025,Residential,Single Family,,,,-73.458603971 41.075576987,41.07557699,-73.45860397,"8, Rainbow Circle, 06820, Rainbow Circle, Darien, CT, United States"
210130,2021,1/10/2022,New Canaan,258 ELM ST,6132140,13500000,0.4542,Commercial,,,,,-73.499010025 41.145406999,41.145407,-73.49901003,"258, Elm Street, 06840, Elm Street, New Canaan, CT, United States"
210080,2021,1/10/2022,Derby,100 DIRIENZO HTS,243880,375375,0.649600029,Residential,Single Family,,,,-73.061680195 41.319004938,41.31900494,-73.0616802,"Hotchkiss Hose Company Number 1, David Humphreys, 06418, David Humphreys, Derby, CT, United States"
210133,2021,1/10/2022,Ledyard,199 SPICER HILL RD,171080,245000,0.698199987,Residential,Single Family,,,,-71.99481296 41.440558998,41.440559,-71.99481296,"199, Spicer Road, 06339, Spicer Road, Ledyard, CT, United States"
21171,2021,1/10/2022,Farmington,57 SUNSET TERR,165470,300000,0.551500022,Residential,Single Family,,,,-72.891998968 41.764455015,41.76445502,-72.89199897,"57, Sunset Terrace, 06085, Sunset Terrace, Farmington, CT, United States"
210081,2021,1/10/2022,East Windsor,106 SCANTIC RD,92710,260000,0.3565,Residential,Single Family,07 - Change in Property,RENOVATIONS,,-72.580108015 41.90182699,41.90182699,-72.58010802,"106, Scantic Road, 06088, Scantic Road, East Windsor, CT, United States"
210677,2021,1/10/2022,Middletown,61 WEST ST,164860,375000,0.439599991,Residential,Single Family,,,,-72.673091987 41.553045018,41.55304502,-72.67309199,"61, West Street, 06457, West Street, Middletown, CT, United States"
210121,2021,1/10/2022,Avon,9 HAWKS RIDGE,794240,1132000,0.701600015,Residential,Single Family,,,,-72.900235026 41.797969007,41.79796901,-72.90023503,"9, Hawks Ridge, 06001, Hawks Ridge, Avon, CT, United States"
210483,2021,1/10/2022,Danbury,40A PEMBROKE RD,214900,450000,0.477499992,Residential,Single Family,,G06037,,-73.473706987 41.438211981,41.43821198,-73.47370699,"40, Route 37, 06811, Route 37, New Fairfield, CT, United States"
210357,2021,1/10/2022,Hamden,43 BRIARCLIFF RD,129500,247000,0.524200022,Residential,Single Family,,,,-72.898330993 41.396379998,41.39638,-72.89833099,"43, Briarcliff Road, 06518, Briarcliff Road, Hamden, CT, United States"
21000155,2021,1/10/2022,Cheshire,22 SOUTHWICK CT,140790,287000,0.490500003,Residential,Condo,,,,-72.905707989 41.469467008,41.46946701,-72.90570799,"80, Southwick Court, 06410, Southwick Court, Cheshire, CT, United States"
210725,2021,1/10/2022,Bridgeport,327 RIVER ST #329,158601,110000,1.441799998,Residential,Two Family,25 - Other,SOLD BELOW MARFKET VALUE,,-73.191806987 41.197746997,41.197747,-73.19180699,"329, River Street, 06606, River Street, Bridgeport, CT, United States"
210087,2021,1/10/2022,Ellington,6 WINDMILL RD,235280,416000,0.565500021,Residential,Single Family,,,,-72.48836096 41.92098098,41.92098098,-72.48836096,"6, Windmill Road, 06029, Windmill Road, Ellington, CT, United States"
210727,2021,1/10/2022,Bridgeport,10 CLINTON AVE #12,117020,226000,0.517700016,Residential,Two Family,,,,-73.205964022 41.168749007,41.16874901,-73.20596402,"12, Clinton Avenue, 06605, Clinton Avenue, Bridgeport, CT, United States"
210093,2021,1/10/2022,Mansfield,108 CANDIDE LA,2400,8500,0.282299995,Vacant Land,,12 - Non Buildable Lot,,,-72.253713164 41.751076779,41.75107678,-72.25371316,"61, Candide Lane, 06268, Candide Lane, Storrs, CT, United States"
2100205,2021,1/10/2022,Naugatuck,45 CELENTANO DR,124970,283000,0.441590101,Residential,Single Family,,,,-73.034983004 41.478501987,41.47850199,-73.034983,"45, Celentano Drive, 06770, Celentano Drive, Naugatuck, CT, United States"
21137,2021,1/10/2022,Bethel,38 APOLLO ROAD,195500,342789,0.570321679,Residential,Single Family,23 - Zoning,affordable unit,,-73.412653037 41.383816992,41.38381699,-73.41265304,"38, Apollo Road, 06801, Apollo Road, Bethel, CT, United States"
210407,2021,1/10/2022,New Britain,99 ROXBURY RD,136710,259900,0.526000023,Residential,Single Family,,,,-72.771443982 41.685461989,41.68546199,-72.77144398,"99, Roxbury Road, 06053, Roxbury Road, New Britain, CT, United States"
210721,2021,1/10/2022,Bridgeport,679 SHELTON ST,94870,315500,0.300599992,Residential,Two Family,,,,-73.176712018 41.190843997,41.190844,-73.17671202,"681, Shelton Street, 06608, Shelton Street, Bridgeport, CT, United States"
210314,2021,1/10/2022,Fairfield,19 PUTTING GREEN ROAD,291480,465000,0.626800001,Residential,Single Family,,,,-73.245468015 41.207859009,41.20785901,-73.24546802,"19, Putting Green Road, 06825, Putting Green Road, Fairfield, CT, United States"
210083,2021,1/10/2022,Litchfield,BLUE SWAMP RD,77320,2350000,0.032902129,Vacant Land,,28 - Use Assessment,MBL 152-078-03A,,-73.288331974 41.765896758,41.76589676,-73.28833197,"Blue Swamp Road, Litchfield, United States"
210485,2021,1/10/2022,Danbury,84 NEWTOWN RD,712100,2449200,0.290699989,Commercial,,,L11032,,-73.413447977 41.410580995,41.410581,-73.41344798,"84, Newtown Road, 06810, Newtown Road, Danbury, CT, United States"
210718,2021,1/10/2022,Bridgeport,269 MADISON TER,175060,440000,0.397799999,Residential,Two Family,,,,-73.207962016 41.195322993,41.19532299,-73.20796202,"269, Madison Terrace, 06606, Madison Terrace, Bridgeport, CT, United States"
210402,2021,1/10/2022,Bristol,120 STRAWBERRY HILL RD,140420,270000,0.519999981,Residential,Single Family,,,,-72.902328993 41.71913901,41.71913901,-72.90232899,"120, Strawberry Hill Road, 06010, Strawberry Hill Road, Bristol, CT, United States"
21172,2021,1/10/2022,Farmington,18 FIELD ROCK RD,138560,270000,0.513100028,Residential,Condo,,,,-72.875744027 41.731196,41.731196,-72.87574403,"Stream Court, 06032, Farmington, United States"
210130,2021,1/10/2022,Bloomfield,3 BEACON HILL DRIVE,201180,285000,0.705799997,Residential,Single Family,,,,-72.75366496 41.854587003,41.854587,-72.75366496,"3, Beacon Hill Drive, 06002, Beacon Hill Drive, Bloomfield, CT, United States"
210480,2021,1/10/2022,Danbury,55 MILL PLAIN RD 25-3,135900,270000,0.503300011,Residential,Condo,,D15004-156,,-73.502786995 41.391933021,41.39193302,-73.502787,"Westwood Village, 96810, Danbury, Connecticut, United States"
210123,2021,1/10/2022,Killingly,533 JUSTEN WAY,139860,305000,0.458499998,Residential,Single Family,,,,-71.841174016 41.814871995,41.814872,-71.84117402,"533, Justen Way, 06239, Justen Way, Killingly, CT, United States"
210109,2021,1/10/2022,Berlin,18 CLIFFVIEW DR,187200,389000,0.48120001,Residential,Single Family,,,,-72.763696002 41.587943994,41.58794399,-72.763696,"18, Cliffview Drive, 06037, Cliffview Drive, Berlin, CT, United States"
2100208,2021,1/10/2022,Naugatuck,10 LAUREL AVE,98840,170000,0.581399977,Residential,Single Family,,,,-73.033908025 41.469790005,41.46979001,-73.03390803,"10, Laurel Avenue, 06770, Laurel Avenue, Naugatuck, CT, United States"
210129,2021,1/10/2022,Bloomfield,13 JULIE LANE,160790,316000,0.50880003,Residential,Single Family,,,,-72.759823982 41.855020012,41.85502001,-72.75982398,"13, Julie Lane, 06002, Julie Lane, Bloomfield, CT, United States"
210407,2021,1/10/2022,Bristol,324 BREWSTER RD,212590,410000,0.51849997,Residential,Single Family,,,,-72.927849038 41.675692001,41.675692,-72.92784904,"324, Brewster Road, 06010, Brewster Road, Bristol, CT, United States"
21068,2021,1/10/2022,East Haddam,54 NORTH MOODUS RD,139990,160000,0.874899983,Residential,Single Family,14 - Foreclosure,,,-72.451949973 41.511171,41.511171,-72.45194997,"54, North Moodus Road, 06469, North Moodus Road, East Haddam, CT, United States"
21113,2021,1/10/2022,Darien,8 OLD STONE ROAD,942550,1852000,0.508899987,Residential,Single Family,,,,-73.475844959 41.075387011,41.07538701,-73.47584496,"8, Old Stone Road, 06820, Old Stone Road, Darien, CT, United States"
210486,2021,1/10/2022,Danbury,25 PADANARAM RD 105,121100,245000,0.494199991,Residential,Condo,,H10149-105,,-73.460941014 41.418151991,41.41815199,-73.46094101,"Old Bridge Lane, Danbury, Connecticut, United States"
210102,2021,1/10/2022,Clinton,94 CARTER HILL RD,213200,386000,0.552299976,Residential,Single Family,,,,-72.504795023 41.306063985,41.30606399,-72.50479502,"94, Carter Hill Road, 06413, Carter Hill Road, Clinton, CT, United States"
210403,2021,1/10/2022,New Britain,232 BUELL ST,83020,205000,0.404900014,Residential,Single Family,,,,-72.783787005 41.653260981,41.65326098,-72.78378701,"232, Buell Street, 06051, Buell Street, New Britain, CT, United States"
210093,2021,1/10/2022,New Fairfield,14 SUNSET TRAIL,317200,842500,0.376399994,Residential,Single Family,,,,-73.456937984 41.490193988,41.49019399,-73.45693798,"14, Sunset Trail, 06812, Sunset Trail, New Fairfield, CT, United States"
210726,2021,1/10/2022,Bridgeport,554 NORTH RIDGEFIELD AVE #556,220620,450000,0.490200013,Residential,Three Family,,,,-73.163803971 41.194516989,41.19451699,-73.16380397,"556, North Ridgefield Avenue, 06610, North Ridgefield Avenue, Bridgeport, CT, United States"
210678,2021,1/10/2022,Middletown,103 NEWFIELD CT,84370,200000,0.421799988,Residential,Single Family,,,,-72.66851002 41.562112016,41.56211202,-72.66851002,"103, Newfield Court, 06457, Newfield Court, Middletown, CT, United States"
210066,2021,1/10/2022,Essex,54 MAIN ST SX,356800,650000,0.548900008,Commercial,,25 - Other,SOLD TO A NEIGHBOR @ 48 A LOT OVER NOT ON THE OPEN MARKET BUYER ALSO PURCHASED THE HOUSE @ 48 FR SAM,,-72.385564061 41.350879184,41.35087918,-72.38556406,"48, Main Street Sx, 06426, Main Street Sx, Essex, CT, United States"
210092,2021,1/10/2022,Mansfield,16D WHITE OAK CONDOS,41200,62000,0.664499998,Residential,Condo,,,,-72.250218566 41.773057657,41.77305766,-72.25021857,"2, Poplar Lane, 06268, Poplar Lane, Storrs, CT, United States"
210173,2021,1/10/2022,New London,883 MONTAUK AVE,359310,650000,0.552784622,Apartments,,,,,-72.091486981 41.321371017,41.32137102,-72.09148698,"883, Montauk Avenue, 06320, Montauk Avenue, New London, CT, United States"
210304,2021,1/10/2022,Torrington,377 TRAILSEND DR,59030,115000,0.513300002,Residential,Condo,,,,-73.106343007 41.874875986,41.87487599,-73.10634301,"West Lodge, Trailsend Drive, 06790, Trailsend Drive, Torrington, Connecticut, United States"
21127,2021,1/10/2022,Stafford,44 TOLLAND AVE #33,74200,140000,0.529999971,Residential,Single Family,,,,-72.316601716 41.950388332,41.95038833,-72.31660172,"39, Tolland Avenue, 06076, Tolland Avenue, Stafford, CT, United States"
210383,2021,1/10/2022,New Haven,187 LEXINGTON AV,86030,255000,0.337300003,Residential,Single Family,,,,-72.886012026 41.302948013,41.30294801,-72.88601203,"187, Lexington Avenue, 06513, Lexington Avenue, New Haven, CT, United States"
210299,2021,1/10/2022,Torrington,437 WESTLEDGE DR,195060,450000,0.433400005,Residential,Single Family,04 - Correcting Deed,CORRECTING DEED -- FOR NAMES ONLY,,-73.144487037 41.81071302,41.81071302,-73.14448704,"437, Westledge Drive, 06790, Westledge Drive, Torrington, CT, United States"
210540,2021,1/10/2022,Southington,13B THE MEADOWS,47520,67890,0.699955821,Residential,Condo,04 - Correcting Deed,,,-72.86769308 41.616314107,41.61631411,-72.86769308,"20, Taylor Lane, 06489, Taylor Lane, Southington, CT, United States"
210385,2021,1/10/2022,New Haven,56 CANNER ST,341985,550000,0.621699989,Residential,Three Family,,,,-72.909863988 41.322519002,41.322519,-72.90986399,"56, Canner Street, 06511, Canner Street, New Haven, CT, United States"
210525,2021,1/10/2022,Norwalk,45 IVY PL,207370,258224,0.802999973,Residential,Single Family,08 - Part Interest,5-64-298-0,,-73.433615003 41.108586011,41.10858601,-73.433615,"45, Ivy Place, 06854, Ivy Place, Norwalk, CT, United States"
21148,2021,1/10/2022,Ridgefield,12 ENCAMPMENT PL,808470,1120000,0.721800029,Residential,Single Family,,,,-73.522261006 41.364147012,41.36414701,-73.52226101,"12, Encampment Place, 06877, Encampment Place, Ridgefield, CT, United States"
210065,2021,1/10/2022,North Branford,58 BLUE JAY DR,205300,365000,0.562399983,Residential,Single Family,,,,-72.728747992 41.421634001,41.421634,-72.72874799,"58, Blue Jay Drive, 06472, Blue Jay Drive, North Branford, CT, United States"
2100051,2021,1/10/2022,Prospect,8 TAMARACK CT,8750,191125,0.045781557,Residential,Condo,07 - Change in Property,,,-72.976185461 41.53007155,41.53007155,-72.97618546,"Tamarack Court, 06712, Prospect, Connecticut, United States"
210150,2021,1/10/2022,Stonington,76 MISTUXET AVE,229700,519000,0.442581892,Residential,Single Family,,,,-71.956661973 41.357748015,41.35774802,-71.95666197,"76, Mistuxet Avenue, 06378, Mistuxet Avenue, Stonington, CT, United States"
210720,2021,1/10/2022,Waterbury,178 HILLSIDE AVE,31960,75000,0.426099986,Residential,Single Family,,,,-73.04659303 41.562592006,41.56259201,-73.04659303,"178, Hillside Avenue, 06710, Hillside Avenue, Waterbury, CT, United States"
213346,2021,1/10/2022,North Haven,26 POPLAR ST,144440,301900,0.478399992,Residential,Single Family,,,,-72.859654041 41.370450999,41.370451,-72.85965404,"26, Poplar Street, 06473, Poplar Street, North Haven, CT, United States"
210721,2021,1/10/2022,Waterbury,29 MOORLAND AVE,72380,142000,0.5097,Residential,Single Family,,,,-73.067044035 41.567373002,41.567373,-73.06704404,"29, Moorland Avenue, 06708, Moorland Avenue, Waterbury, CT, United States"
21125,2021,1/10/2022,Stafford,100 WILLINGTON AVE,58030,45000,1.289499998,Vacant Land,,,,,-72.301297502 41.945725757,41.94572576,-72.3012975,"80, Willington Avenue, 06076, Willington Avenue, Stafford, CT, United States"
2100359,2021,1/10/2022,Stratford,327 ALLYNDALE DRIVE,168490,375000,0.449299991,Residential,Single Family,,,,-73.124429981 41.207048018,41.20704802,-73.12442998,"327, Allyndale Drive, 06614, Allyndale Drive, Stratford, CT, United States"
2100222,2021,1/10/2022,New Milford,300 ASPETUCK RDG RD,55930,88500,0.631900012,Vacant Land,,,,,-73.429876852 41.616426928,41.61642693,-73.42987685,"302, Aspetuck Ridge Road, 06776, Aspetuck Ridge Road, New Milford, CT, United States"
2100747,2021,1/10/2022,Stamford,1 STRAWBERRY HILL COURT # 4F,161970,249900,0.648100019,Residential,Condo,,,,-73.533780004 41.06571002,41.06571002,-73.53378,"1, Strawberry Hill Court, 06902, Strawberry Hill Court, Stamford, CT, United States"
210301,2021,1/10/2022,Torrington,41 BROOKSIDE AVE,86430,175000,0.493800014,Residential,Three Family,,,,-73.116317975 41.805025019,41.80502502,-73.11631798,"41, Brookside Avenue, 06790, Brookside Avenue, Torrington, CT, United States"
21068,2021,1/10/2022,Thompson,60 BULL HILL RD,155470,360000,0.431800008,Residential,Single Family,,,,-71.923134025 41.965627019,41.96562702,-71.92313403,"60, Bull Hill Road, 06255, Bull Hill Road, Thompson, CT, United States"
213343,2021,1/10/2022,North Haven,111 SHAWMUT AVE,137600,306000,0.449600011,Residential,Single Family,,,,-72.860783 41.382238009,41.38223801,-72.860783,"111, Shawmut Avenue, 06473, Shawmut Avenue, North Haven, CT, United States"
210028,2021,1/10/2022,Pomfret,93 JERICHO RD,128100,177000,0.723699987,Residential,Single Family,26 - Rehabilitation Deferred,,,-71.992861988 41.834607982,41.83460798,-71.99286199,"93, Jericho Road, 06259, Jericho Road, Pomfret, CT, United States"
210725,2021,1/10/2022,Waterbury,163 FANNING ST,50720,155000,0.327199996,Residential,Single Family,,,,-73.035597984 41.57965798,41.57965798,-73.03559798,"163, Fanning Street, 06704, Fanning Street, Waterbury, CT, United States"
210533,2021,1/10/2022,Norwalk,318 NEWTOWN AVE,468260,675000,0.693700016,Residential,Single Family,,5-29-70-0,,-73.394332041 41.145563992,41.14556399,-73.39433204,"318, Newtown Avenue, 06851, Newtown Avenue, Norwalk, CT, United States"
210012,2021,1/10/2022,Warren,162 CORNWALL RD,184610,275000,0.671299994,Residential,Single Family,25 - Other,SALE APPEARS LOW IN CURRENT MARKET,,-73.353950965 41.766318982,41.76631898,-73.35395097,"162, Cornwall Road, 06754, Cornwall Road, Warren, CT, United States"
21092,2021,1/10/2022,Old Saybrook,6 UNCAS RD,315100,520000,0.60589999,Residential,Single Family,,,,-72.387189964 41.263528006,41.26352801,-72.38718996,"6, Uncas Road, 06475, Uncas Road, Old Saybrook, CT, United States"
210247,2021,1/10/2022,Wallingford,85 NORTH ORCHARD ST,228800,420000,0.544700027,Residential,Three Family,,,,-72.819565997 41.457613991,41.45761399,-72.819566,"91, North Orchard Street, 06492, North Orchard Street, Wallingford, CT, United States"
21155,2021,1/10/2022,Southbury,40 FARVIEW COMMONS,135300,275500,0.491100013,Residential,Condo,,,,-73.189996999 41.472458007,41.47245801,-73.189997,"Far View Commons, Southbury, United States"
210305,2021,1/10/2022,Torrington,33 TICONDEROGA DR,108660,241000,0.450800002,Residential,Single Family,,,,-73.10134798 41.817611997,41.817612,-73.10134798,"33, Ticonderoga Drive, 06790, Ticonderoga Drive, Torrington, CT, United States"
2100743,2021,1/10/2022,Stamford,90 CEDAR HEIGHTS ROAD,353580,525000,0.673399985,Residential,Single Family,,,,-73.552270985 41.103391997,41.103392,-73.55227099,"90, Cedar Heights Road, 06905, Cedar Heights Road, Stamford, CT, United States"
210729,2021,1/10/2022,Waterbury,864 BALDWIN ST,43080,79000,0.545316458,Residential,Single Family,25 - Other,INCOMPLETE CONSTRUCTION,,-73.033781039 41.540942011,41.54094201,-73.03378104,"854, Baldwin Street, 06706, Baldwin Street, Waterbury, CT, United States"
210386,2021,1/10/2022,New Haven,110 BISHOP ST,375935,675000,0.556900024,Residential,Two Family,,,,-72.914465988 41.316436004,41.316436,-72.91446599,"112, Bishop Street, 06511, Bishop Street, New Haven, CT, United States"
210532,2021,1/10/2022,Norwalk,12 ELMCREST TER,748120,1525000,0.490500003,Commercial,,,1-4-10-0; COMMERCIAL/RESIDENTIAL,,-73.420356006 41.109736008,41.10973601,-73.42035601,"12, Elmcrest Terrace, 06850, Elmcrest Terrace, Norwalk, CT, United States"
210054,2021,1/10/2022,Old Lyme,3 MANSEWOOD RD,232200,467000,0.497216284,Residential,Single Family,25 - Other,UNABLE TO VERIFY AS FAMILY,,-72.326898012 41.355485991,41.35548599,-72.32689801,"3, Mansewood Road, 06371, Mansewood Road, Old Lyme, CT, United States"
